item,date,category,qty,member_base_unit,actual_qty_in_base_unit
Baked Fresh - Croissant - Ham & Cheese,2025-02-27,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-02-28,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-01,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-02,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-03,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-04,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-05,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-06,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-07,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-08,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-09,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-10,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-11,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-12,Pastry Case Items,3.0,Eaches,3.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-13,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-14,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-15,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-16,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-17,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-18,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-19,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-20,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-21,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-22,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-23,Pastry Case Items,16.0,Eaches,16.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-24,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-25,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-26,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-27,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-28,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-29,Pastry Case Items,20.0,Eaches,20.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-30,Pastry Case Items,15.0,Eaches,15.0
Baked Fresh - Croissant - Ham & Cheese,2025-03-31,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-01,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-02,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-03,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-04,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-05,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-06,Pastry Case Items,16.0,Eaches,16.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-07,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-08,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-09,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-10,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-11,Pastry Case Items,17.0,Eaches,17.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-12,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-13,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-14,Pastry Case Items,2.0,Eaches,2.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-15,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-16,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-17,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-18,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-19,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-20,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-21,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-22,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-23,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-24,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-25,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-26,Pastry Case Items,16.0,Eaches,16.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-27,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-28,,0.0,,0.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-29,,0.0,,0.0
Baked Fresh - Croissant - Ham & Cheese,2025-04-30,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-01,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-02,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-03,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-04,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-05,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-06,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-07,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-08,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-09,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-10,Pastry Case Items,16.0,Eaches,16.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-11,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-12,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-13,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-14,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-15,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-16,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-17,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-18,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-19,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-20,Pastry Case Items,4.0,Eaches,4.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-21,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-22,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-23,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-24,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-25,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-26,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-27,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-28,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-29,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-30,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-05-31,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-01,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-02,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-03,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-04,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-05,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-06,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-07,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-08,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-09,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-10,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-11,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-12,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-13,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-14,Pastry Case Items,15.0,Eaches,15.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-15,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-16,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-17,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-18,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-19,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-20,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-21,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-22,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-23,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-24,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-25,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-26,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-27,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-28,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-29,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-06-30,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-01,Pastry Case Items,4.0,Eaches,4.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-02,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-03,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-04,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-05,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-06,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-07,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-08,Pastry Case Items,4.0,Eaches,4.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-09,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-10,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-11,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-12,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-13,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-14,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-15,Pastry Case Items,4.0,Eaches,4.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-16,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-17,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-18,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-19,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-20,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-21,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-22,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-23,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-24,Pastry Case Items,4.0,Eaches,4.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-25,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-26,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-27,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-28,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-29,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-30,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-07-31,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-01,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-02,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-03,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-04,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-05,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-06,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-07,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-08,Pastry Case Items,3.0,Eaches,3.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-09,,0.0,,0.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-10,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-11,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-12,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-13,Pastry Case Items,3.0,Eaches,3.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-14,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-15,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-16,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-17,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-18,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-19,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-20,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-21,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-22,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-23,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-24,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-25,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-26,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-27,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-28,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-29,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-30,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-08-31,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-01,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-02,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-03,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-04,Pastry Case Items,2.0,Eaches,2.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-05,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-06,Pastry Case Items,3.0,Eaches,3.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-07,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-08,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-09,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-10,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-11,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-12,Pastry Case Items,2.0,Eaches,2.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-13,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-14,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-15,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-16,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-17,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-18,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-19,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-20,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-21,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-22,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-23,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-24,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-25,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-26,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-27,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-28,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-29,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-09-30,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-01,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-02,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-03,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-04,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-05,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-06,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-07,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-08,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-09,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-10,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-11,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-12,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-13,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-14,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-15,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-16,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-17,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-18,Pastry Case Items,15.0,Eaches,15.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-19,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-20,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-21,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-22,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-23,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-24,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-25,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-26,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-27,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-28,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-29,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-30,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-10-31,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-01,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-02,Pastry Case Items,9.0,Eaches,9.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-03,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-04,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-05,Pastry Case Items,11.0,Eaches,11.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-06,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-07,Pastry Case Items,17.0,Eaches,17.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-08,Pastry Case Items,20.0,Eaches,20.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-09,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-10,Pastry Case Items,15.0,Eaches,15.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-11,Pastry Case Items,13.0,Eaches,13.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-12,Pastry Case Items,15.0,Eaches,15.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-13,Pastry Case Items,12.0,Eaches,12.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-14,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-15,Pastry Case Items,6.0,Eaches,6.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-16,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-17,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-18,Pastry Case Items,10.0,Eaches,10.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-19,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-20,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-21,Pastry Case Items,14.0,Eaches,14.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-22,Pastry Case Items,5.0,Eaches,5.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-23,Pastry Case Items,4.0,Eaches,4.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-24,Pastry Case Items,7.0,Eaches,7.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-25,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-26,Pastry Case Items,8.0,Eaches,8.0
Baked Fresh - Croissant - Ham & Cheese,2025-11-27,Pastry Case Items,5.0,Eaches,5.0
